Transaction ID,Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
55,66,20,Moisturizers,30,2024-12-24
56,383,1,Cleansers,20,2024-01-03
56,383,4,Cleansers,20,2024-01-03
56,383,35,Lip Care,15,2024-01-03
57,185,4,Cleansers,20,2024-09-30
57,185,2,Cleansers,15,2024-09-30
58,93,19,Moisturizers,25,2024-05-15
58,93,45,Sensitive Skin Treatment,25,2024-05-15
58,93,44,Sensitive Skin Treatment,25,2024-05-15
58,93,35,Lip Care,15,2024-05-15
58,93,40,Acne Treatment,35,2024-05-15
59,108,34,Lip Care,5,2024-09-06
59,108,22,Moisturizers,40,2024-09-06
59,108,39,Acne Treatment,35,2024-09-06
59,108,21,Moisturizers,35,2024-09-06
60,396,34,Lip Care,5,2024-03-31
60,396,2,Cleansers,15,2024-03-31
60,396,19,Moisturizers,25,2024-03-31
60,396,3,Cleansers,20,2024-03-31
61,57,47,Skin Repair & Healing,25,2024-01-20
61,57,46,Skin Repair & Healing,20,2024-01-20
61,57,20,Moisturizers,30,2024-01-20
61,57,36,Lip Care,20,2024-01-20
61,57,3,Cleansers,20,2024-01-20
62,105,34,Lip Care,5,2024-07-10
62,105,19,Moisturizers,25,2024-07-10
62,105,22,Moisturizers,40,2024-07-10
63,420,32,Eye Care,40,2024-06-16
63,420,20,Moisturizers,30,2024-06-16
63,420,45,Sensitive Skin Treatment,25,2024-06-16
64,55,1,Cleansers,20,2024-08-26
64,55,35,Lip Care,15,2024-08-26
65,415,1,Cleansers,20,2024-05-18
65,415,2,Cleansers,15,2024-05-18
66,474,19,Moisturizers,25,2025-02-26
66,474,34,Lip Care,5,2025-02-26
66,474,35,Lip Care,15,2025-02-26
67,215,44,Sensitive Skin Treatment,25,2024-02-12
67,215,34,Lip Care,5,2024-02-12
67,215,20,Moisturizers,30,2024-02-12
67,215,32,Eye Care,40,2024-02-12
68,415,44,Sensitive Skin Treatment,25,2024-02-16
68,415,5,Cleansers,25,2024-02-16
68,415,2,Cleansers,15,2024-02-16
68,415,3,Cleansers,20,2024-02-16
69,216,44,Sensitive Skin Treatment,25,2024-12-21
69,216,20,Moisturizers,30,2024-12-21
69,216,33,Eye Care,25,2024-12-21
69,216,5,Cleansers,25,2024-12-21
69,216,31,Eye Care,55,2024-12-21
70,222,44,Sensitive Skin Treatment,25,2024-08-24
70,222,50,Pore Care,20,2024-08-24
71,317,44,Sensitive Skin Treatment,25,2024-12-24
71,317,34,Lip Care,5,2024-12-24
72,465,21,Moisturizers,35,2024-05-12
72,465,31,Eye Care,55,2024-05-12
72,465,22,Moisturizers,40,2024-05-12
73,331,44,Sensitive Skin Treatment,25,2024-12-22
73,331,1,Cleansers,20,2024-12-22
73,331,45,Sensitive Skin Treatment,25,2024-12-22
73,331,3,Cleansers,20,2024-12-22
74,391,31,Eye Care,55,2024-01-02
74,391,5,Cleansers,25,2024-01-02
74,391,49,Pore Care,35,2024-01-02
74,391,2,Cleansers,15,2024-01-02
74,391,3,Cleansers,20,2024-01-02
75,269,2,Cleansers,15,2024-07-21
75,269,45,Sensitive Skin Treatment,25,2024-07-21
75,269,4,Cleansers,20,2024-07-21
75,269,49,Pore Care,35,2024-07-21
75,269,35,Lip Care,15,2024-07-21
76,301,44,Sensitive Skin Treatment,25,2024-03-19
76,301,1,Cleansers,20,2024-03-19
77,105,36,Lip Care,20,2024-11-13
77,105,40,Acne Treatment,35,2024-11-13
77,105,3,Cleansers,20,2024-11-13
78,183,44,Sensitive Skin Treatment,25,2024-02-21
78,183,1,Cleansers,20,2024-02-21
78,183,39,Acne Treatment,35,2024-02-21
78,183,3,Cleansers,20,2024-02-21
79,332,33,Eye Care,25,2024-05-08
79,332,2,Cleansers,15,2024-05-08
79,332,18,Moisturizers,30,2024-05-08
79,332,44,Sensitive Skin Treatment,25,2024-05-08
79,332,33,Eye Care,25,2024-05-08
80,330,44,Sensitive Skin Treatment,25,2024-08-25
80,330,45,Sensitive Skin Treatment,25,2024-08-25
80,330,5,Cleansers,25,2024-08-25
80,330,4,Cleansers,20,2024-08-25
80,330,49,Pore Care,35,2024-08-25
81,500,31,Eye Care,55,2025-01-10
81,500,18,Moisturizers,30,2025-01-10
81,500,36,Lip Care,20,2025-01-10
81,500,34,Lip Care,5,2025-01-10
82,227,3,Cleansers,20,2024-01-20
82,227,18,Moisturizers,30,2024-01-20
83,417,33,Eye Care,25,2024-10-28
83,417,3,Cleansers,20,2024-10-28
83,417,5,Cleansers,25,2024-10-28
83,417,44,Sensitive Skin Treatment,25,2024-10-28
84,227,45,Sensitive Skin Treatment,25,2024-07-11
84,227,2,Cleansers,15,2024-07-11
84,227,20,Moisturizers,30,2024-07-11
84,227,36,Lip Care,20,2024-07-11
85,469,32,Eye Care,40,2024-09-28
85,469,44,Sensitive Skin Treatment,25,2024-09-28
86,288,45,Sensitive Skin Treatment,25,2024-05-29
86,288,31,Eye Care,55,2024-05-29
86,288,5,Cleansers,25,2024-05-29
86,288,33,Eye Care,25,2024-05-29
87,121,34,Lip Care,5,2024-03-27
87,121,4,Cleansers,20,2024-03-27
88,245,32,Eye Care,40,2024-05-21
88,245,22,Moisturizers,40,2024-05-21
88,245,44,Sensitive Skin Treatment,25,2024-05-21
88,245,49,Pore Care,35,2024-05-21
88,245,50,Pore Care,20,2024-05-21
89,69,40,Acne Treatment,35,2024-12-15
89,69,3,Cleansers,20,2024-12-15
89,69,2,Cleansers,15,2024-12-15
89,69,22,Moisturizers,40,2024-12-15
89,69,47,Skin Repair & Healing,25,2024-12-15
90,306,50,Pore Care,20,2025-01-29
90,306,1,Cleansers,20,2025-01-29
90,306,19,Moisturizers,25,2025-01-29
90,306,35,Lip Care,15,2025-01-29
91,14,39,Acne Treatment,35,2024-05-25
91,14,22,Moisturizers,40,2024-05-25
91,14,20,Moisturizers,30,2024-05-25
91,14,19,Moisturizers,25,2024-05-25
92,211,18,Moisturizers,30,2024-07-14
92,211,31,Eye Care,55,2024-07-14
92,211,1,Cleansers,20,2024-07-14
93,179,5,Cleansers,25,2024-03-18
93,179,21,Moisturizers,35,2024-03-18
94,499,36,Lip Care,20,2024-04-23
94,499,22,Moisturizers,40,2024-04-23
94,499,31,Eye Care,55,2024-04-23
94,499,5,Cleansers,25,2024-04-23
94,499,3,Cleansers,20,2024-04-23
95,24,47,Skin Repair & Healing,25,2024-04-11
95,24,3,Cleansers,20,2024-04-11
95,24,39,Acne Treatment,35,2024-04-11
95,24,35,Lip Care,15,2024-04-11
96,492,50,Pore Care,20,2024-10-11
96,492,18,Moisturizers,30,2024-10-11
96,492,1,Cleansers,20,2024-10-11
96,492,22,Moisturizers,40,2024-10-11
96,492,45,Sensitive Skin Treatment,25,2024-10-11
97,493,20,Moisturizers,30,2024-01-28
97,493,5,Cleansers,25,2024-01-28
97,493,22,Moisturizers,40,2024-01-28
98,101,45,Sensitive Skin Treatment,25,2025-02-12
98,101,40,Acne Treatment,35,2025-02-12
98,101,35,Lip Care,15,2025-02-12
98,101,4,Cleansers,20,2025-02-12
98,101,3,Cleansers,20,2025-02-12
99,364,44,Sensitive Skin Treatment,25,2024-03-01
99,364,18,Moisturizers,30,2024-03-01
99,364,36,Lip Care,20,2024-03-01
100,400,5,Cleansers,25,2024-08-31
100,400,35,Lip Care,15,2024-08-31
100,400,20,Moisturizers,30,2024-08-31
100,400,21,Moisturizers,35,2024-08-31
100,400,45,Sensitive Skin Treatment,25,2024-08-31
101,470,33,Eye Care,25,2024-06-24
101,470,45,Sensitive Skin Treatment,25,2024-06-24
101,470,20,Moisturizers,30,2024-06-24
102,469,32,Eye Care,40,2024-07-06
102,469,20,Moisturizers,30,2024-07-06
102,469,3,Cleansers,20,2024-07-06
102,469,35,Lip Care,15,2024-07-06
103,117,40,Acne Treatment,35,2024-07-25
103,117,22,Moisturizers,40,2024-07-25
103,117,5,Cleansers,25,2024-07-25
103,117,19,Moisturizers,25,2024-07-25
104,435,45,Sensitive Skin Treatment,25,2024-04-10
104,435,21,Moisturizers,35,2024-04-10
105,13,39,Acne Treatment,35,2025-01-21
105,13,20,Moisturizers,30,2025-01-21
105,13,2,Cleansers,15,2025-01-21
106,451,3,Cleansers,20,2024-05-15
106,451,31,Eye Care,55,2024-05-15
106,451,18,Moisturizers,30,2024-05-15
107,268,3,Cleansers,20,2025-02-28
107,268,4,Cleansers,20,2025-02-28
107,268,31,Eye Care,55,2025-02-28
108,446,31,Eye Care,55,2024-10-07
108,446,20,Moisturizers,30,2024-10-07
108,446,36,Lip Care,20,2024-10-07
108,446,2,Cleansers,15,2024-10-07
109,339,19,Moisturizers,25,2024-09-21
109,339,35,Lip Care,15,2024-09-21
109,339,49,Pore Care,35,2024-09-21
109,339,20,Moisturizers,30,2024-09-21
110,244,49,Pore Care,35,2024-05-05
110,244,45,Sensitive Skin Treatment,25,2024-05-05
110,244,18,Moisturizers,30,2024-05-05
111,429,44,Sensitive Skin Treatment,25,2024-10-08
111,429,21,Moisturizers,35,2024-10-08
111,429,22,Moisturizers,40,2024-10-08
111,429,3,Cleansers,20,2024-10-08
112,47,46,Skin Repair & Healing,20,2024-06-24
112,47,35,Lip Care,15,2024-06-24
112,47,4,Cleansers,20,2024-06-24
112,47,18,Moisturizers,30,2024-06-24
113,327,2,Cleansers,15,2025-01-30
113,327,19,Moisturizers,25,2025-01-30
113,327,4,Cleansers,20,2025-01-30
114,441,21,Moisturizers,35,2024-10-09
114,441,32,Eye Care,40,2024-10-09
114,441,18,Moisturizers,30,2024-10-09
114,441,3,Cleansers,20,2024-10-09
114,441,31,Eye Care,55,2024-10-09
115,142,4,Cleansers,20,2024-05-23
115,142,5,Cleansers,25,2024-05-23
115,142,45,Sensitive Skin Treatment,25,2024-05-23
115,142,36,Lip Care,20,2024-05-23
116,431,44,Sensitive Skin Treatment,25,2024-02-15
116,431,36,Lip Care,20,2024-02-15
116,431,45,Sensitive Skin Treatment,25,2024-02-15
116,431,32,Eye Care,40,2024-02-15
116,431,1,Cleansers,20,2024-02-15
117,138,35,Lip Care,15,2025-01-09
117,138,44,Sensitive Skin Treatment,25,2025-01-09
117,138,40,Acne Treatment,35,2025-01-09
118,130,44,Sensitive Skin Treatment,25,2024-12-02
118,130,36,Lip Care,20,2024-12-02
119,261,49,Pore Care,35,2024-04-18
119,261,2,Cleansers,15,2024-04-18
119,261,36,Lip Care,20,2024-04-18
120,165,45,Sensitive Skin Treatment,25,2024-03-21
120,165,20,Moisturizers,30,2024-03-21
121,389,3,Cleansers,20,2024-09-01
121,389,36,Lip Care,20,2024-09-01
121,389,2,Cleansers,15,2024-09-01
121,389,20,Moisturizers,30,2024-09-01
122,13,20,Moisturizers,30,2024-01-11
122,13,34,Lip Care,5,2024-01-11
122,13,3,Cleansers,20,2024-01-11
122,13,45,Sensitive Skin Treatment,25,2024-01-11
123,247,44,Sensitive Skin Treatment,25,2024-07-13
123,247,34,Lip Care,5,2024-07-13
124,211,35,Lip Care,15,2024-09-19
124,211,36,Lip Care,20,2024-09-19
125,161,20,Moisturizers,30,2024-12-06
125,161,5,Cleansers,25,2024-12-06
125,161,21,Moisturizers,35,2024-12-06
125,161,44,Sensitive Skin Treatment,25,2024-12-06
126,148,36,Lip Care,20,2024-08-22
126,148,22,Moisturizers,40,2024-08-22
126,148,39,Acne Treatment,35,2024-08-22
126,148,4,Cleansers,20,2024-08-22
127,214,44,Sensitive Skin Treatment,25,2025-01-22
127,214,34,Lip Care,5,2025-01-22
127,214,31,Eye Care,55,2025-01-22
128,293,44,Sensitive Skin Treatment,25,2024-10-30
128,293,31,Eye Care,55,2024-10-30
129,233,33,Eye Care,25,2025-02-01
129,233,45,Sensitive Skin Treatment,25,2025-02-01
130,396,36,Lip Care,20,2025-01-25
130,396,34,Lip Care,5,2025-01-25
130,396,2,Cleansers,15,2025-01-25
130,396,1,Cleansers,20,2025-01-25
131,488,45,Sensitive Skin Treatment,25,2025-01-11
131,488,44,Sensitive Skin Treatment,25,2025-01-11
131,488,1,Cleansers,20,2025-01-11
131,488,2,Cleansers,15,2025-01-11
132,354,1,Cleansers,20,2024-01-06
132,354,5,Cleansers,25,2024-01-06
132,354,3,Cleansers,20,2024-01-06
133,136,35,Lip Care,15,2024-01-06
133,136,22,Moisturizers,40,2024-01-06
133,136,36,Lip Care,20,2024-01-06
133,136,21,Moisturizers,35,2024-01-06
133,136,19,Moisturizers,25,2024-01-06
134,43,34,Lip Care,5,2025-01-18
134,43,36,Lip Care,20,2025-01-18
134,43,39,Acne Treatment,35,2025-01-18
134,43,21,Moisturizers,35,2025-01-18
134,43,2,Cleansers,15,2025-01-18
135,182,44,Sensitive Skin Treatment,25,2025-02-12
135,182,19,Moisturizers,25,2025-02-12
135,182,22,Moisturizers,40,2025-02-12
136,426,20,Moisturizers,30,2025-02-22
136,426,5,Cleansers,25,2025-02-22
136,426,21,Moisturizers,35,2025-02-22
136,426,45,Sensitive Skin Treatment,25,2025-02-22
137,290,4,Cleansers,20,2024-09-26
137,290,34,Lip Care,5,2024-09-26
137,290,50,Pore Care,20,2024-09-26
138,95,45,Sensitive Skin Treatment,25,2024-08-15
138,95,2,Cleansers,15,2024-08-15
138,95,22,Moisturizers,40,2024-08-15
138,95,5,Cleansers,25,2024-08-15
138,95,35,Lip Care,15,2024-08-15
139,280,1,Cleansers,20,2024-10-03
139,280,5,Cleansers,25,2024-10-03
139,280,35,Lip Care,15,2024-10-03
139,280,18,Moisturizers,30,2024-10-03
140,125,45,Sensitive Skin Treatment,25,2024-11-10
140,125,4,Cleansers,20,2024-11-10
140,125,2,Cleansers,15,2024-11-10
141,351,35,Lip Care,15,2024-10-27
141,351,33,Eye Care,25,2024-10-27
141,351,5,Cleansers,25,2024-10-27
141,351,18,Moisturizers,30,2024-10-27
142,161,36,Lip Care,20,2024-02-08
142,161,34,Lip Care,5,2024-02-08
142,161,18,Moisturizers,30,2024-02-08
142,161,2,Cleansers,15,2024-02-08
142,161,19,Moisturizers,25,2024-02-08
143,432,33,Eye Care,25,2024-12-09
143,432,20,Moisturizers,30,2024-12-09
143,432,35,Lip Care,15,2024-12-09
143,432,1,Cleansers,20,2024-12-09
144,460,44,Sensitive Skin Treatment,25,2025-02-18
144,460,44,Sensitive Skin Treatment,25,2025-02-18
144,460,33,Eye Care,25,2025-02-18
144,460,35,Lip Care,15,2025-02-18
144,460,19,Moisturizers,25,2025-02-18
145,126,3,Cleansers,20,2024-05-01
145,126,19,Moisturizers,25,2024-05-01
145,126,40,Acne Treatment,35,2024-05-01
145,126,21,Moisturizers,35,2024-05-01
146,404,22,Moisturizers,40,2024-02-02
146,404,44,Sensitive Skin Treatment,25,2024-02-02
146,404,21,Moisturizers,35,2024-02-02
146,404,4,Cleansers,20,2024-02-02
147,182,45,Sensitive Skin Treatment,25,2024-03-18
147,182,2,Cleansers,15,2024-03-18
148,489,32,Eye Care,40,2024-11-04
148,489,35,Lip Care,15,2024-11-04
148,489,1,Cleansers,20,2024-11-04
148,489,22,Moisturizers,40,2024-11-04
148,489,36,Lip Care,20,2024-11-04
149,329,21,Moisturizers,35,2024-12-14
149,329,32,Eye Care,40,2024-12-14
149,329,36,Lip Care,20,2024-12-14
149,329,44,Sensitive Skin Treatment,25,2024-12-14
149,329,19,Moisturizers,25,2024-12-14
150,458,44,Sensitive Skin Treatment,25,2024-06-17
150,458,20,Moisturizers,30,2024-06-17
150,458,32,Eye Care,40,2024-06-17
150,458,18,Moisturizers,30,2024-06-17
151,483,32,Eye Care,40,2024-03-13
151,483,35,Lip Care,15,2024-03-13
151,483,4,Cleansers,20,2024-03-13
152,459,1,Cleansers,20,2024-02-02
152,459,33,Eye Care,25,2024-02-02
152,459,21,Moisturizers,35,2024-02-02
152,459,31,Eye Care,55,2024-02-02
153,421,45,Sensitive Skin Treatment,25,2024-03-23
153,421,31,Eye Care,55,2024-03-23
154,25,21,Moisturizers,35,2024-12-29
154,25,3,Cleansers,20,2024-12-29
154,25,34,Lip Care,5,2024-12-29
155,366,33,Eye Care,25,2024-05-08
155,366,32,Eye Care,40,2024-05-08
155,366,35,Lip Care,15,2024-05-08
155,366,20,Moisturizers,30,2024-05-08
156,317,32,Eye Care,40,2025-02-01
156,317,33,Eye Care,25,2025-02-01
156,317,20,Moisturizers,30,2025-02-01
156,317,49,Pore Care,35,2025-02-01
157,371,4,Cleansers,20,2024-11-21
157,371,3,Cleansers,20,2024-11-21
157,371,2,Cleansers,15,2024-11-21
157,371,32,Eye Care,40,2024-11-21
157,371,35,Lip Care,15,2024-11-21
158,427,33,Eye Care,25,2024-02-13
158,427,4,Cleansers,20,2024-02-13
158,427,36,Lip Care,20,2024-02-13
159,24,39,Acne Treatment,35,2024-11-14
159,24,36,Lip Care,20,2024-11-14
159,24,1,Cleansers,20,2024-11-14
159,24,2,Cleansers,15,2024-11-14
159,24,48,Skin Repair & Healing,20,2024-11-14
160,317,22,Moisturizers,40,2024-03-15
160,317,3,Cleansers,20,2024-03-15
160,317,21,Moisturizers,35,2024-03-15
160,317,32,Eye Care,40,2024-03-15
160,317,50,Pore Care,20,2024-03-15
161,304,36,Lip Care,20,2024-04-25
161,304,32,Eye Care,40,2024-04-25
161,304,21,Moisturizers,35,2024-04-25
161,304,50,Pore Care,20,2024-04-25
162,15,20,Moisturizers,30,2024-11-25
162,15,21,Moisturizers,35,2024-11-25
162,15,5,Cleansers,25,2024-11-25
162,15,47,Skin Repair & Healing,25,2024-11-25
162,15,40,Acne Treatment,35,2024-11-25
163,10,4,Cleansers,20,2025-01-04
163,10,45,Sensitive Skin Treatment,25,2025-01-04
163,10,44,Sensitive Skin Treatment,25,2025-01-04
164,13,40,Acne Treatment,35,2025-01-08
164,13,18,Moisturizers,30,2025-01-08
164,13,1,Cleansers,20,2025-01-08
165,220,44,Sensitive Skin Treatment,25,2024-01-07
165,220,2,Cleansers,15,2024-01-07
165,220,19,Moisturizers,25,2024-01-07
166,42,40,Acne Treatment,35,2024-11-06
166,42,48,Skin Repair & Healing,20,2024-11-06
166,42,18,Moisturizers,30,2024-11-06
166,42,3,Cleansers,20,2024-11-06
166,42,22,Moisturizers,40,2024-11-06
167,317,45,Sensitive Skin Treatment,25,2025-02-28
167,317,5,Cleansers,25,2025-02-28
167,317,49,Pore Care,35,2025-02-28
168,479,35,Lip Care,15,2025-02-18
168,479,5,Cleansers,25,2025-02-18
168,479,32,Eye Care,40,2025-02-18
168,479,33,Eye Care,25,2025-02-18
168,479,21,Moisturizers,35,2025-02-18
169,124,21,Moisturizers,35,2024-09-09
169,124,45,Sensitive Skin Treatment,25,2024-09-09
169,124,40,Acne Treatment,35,2024-09-09
169,124,4,Cleansers,20,2024-09-09
169,124,18,Moisturizers,30,2024-09-09
